model-1643279507,1643279597.25,0.62,0.2407,0.58,0.2428
model-1643279507,1643279597.895,0.67,0.2282,0.56,0.2321
model-1643279507,1643279598.541,0.62,0.2328,0.64,0.233
model-1643279507,1643279599.187,0.6,0.2421,0.64,0.2246
model-1643279507,1643279599.832,0.61,0.2358,0.7,0.206
model-1643279507,1643279600.477,0.66,0.2318,0.54,0.252
model-1643279507,1643279601.123,0.65,0.2276,0.58,0.2391
model-1643279507,1643279601.769,0.57,0.2318,0.63,0.2378
model-1643279507,1643279602.415,0.64,0.2339,0.66,0.2168
model-1643279507,1643279603.062,0.6,0.2353,0.54,0.2614
model-1643279507,1643279603.708,0.65,0.2188,0.56,0.2623
model-1643279507,1643279604.355,0.6,0.2389,0.63,0.2079
model-1643279507,1643279605.0,0.59,0.2362,0.64,0.2246
model-1643279507,1643279605.646,0.61,0.2404,0.58,0.2691
model-1643279507,1643279606.292,0.56,0.2494,0.61,0.2305
model-1643279507,1643279606.936,0.57,0.2366,0.55,0.2662
model-1643279507,1643279607.582,0.64,0.2302,0.62,0.2391
model-1643279507,1643279608.227,0.56,0.2421,0.67,0.2235
model-1643279507,1643279608.871,0.66,0.2181,0.64,0.2185
model-1643279507,1643279609.517,0.65,0.2254,0.59,0.2355
model-1643279507,1643279610.161,0.65,0.2139,0.67,0.2185
model-1643279507,1643279610.807,0.57,0.238,0.58,0.2468
model-1643279507,1643279611.452,0.65,0.2361,0.53,0.252
model-1643279507,1643279612.098,0.74,0.1997,0.6,0.2301
model-1643279507,1643279612.745,0.55,0.2484,0.55,0.2554
model-1643279507,1643279613.39,0.49,0.274,0.61,0.2355
model-1643279507,1643279614.034,0.55,0.2457,0.56,0.2354
model-1643279507,1643279614.679,0.6,0.2321,0.56,0.2404
model-1643279507,1643279615.324,0.68,0.2232,0.62,0.2333
model-1643279507,1643279615.969,0.63,0.2312,0.64,0.2162
model-1643279507,1643279616.615,0.57,0.2445,0.58,0.2361
model-1643279507,1643279617.26,0.6,0.2358,0.63,0.2288
model-1643279507,1643279617.906,0.68,0.2334,0.61,0.2322
model-1643279507,1643279618.551,0.61,0.2333,0.62,0.233
model-1643279507,1643279619.197,0.59,0.2308,0.62,0.233
model-1643279507,1643279619.842,0.58,0.2378,0.62,0.2349
model-1643279507,1643279620.488,0.6,0.2391,0.56,0.2367
model-1643279507,1643279621.134,0.64,0.2152,0.61,0.2302
model-1643279507,1643279621.779,0.57,0.2322,0.62,0.2395
model-1643279507,1643279622.424,0.57,0.235,0.56,0.235
model-1643279507,1643279623.069,0.74,0.2082,0.56,0.2429
model-1643279507,1643279623.714,0.53,0.2328,0.61,0.2335
model-1643279507,1643279624.36,0.58,0.2353,0.66,0.2298
model-1643279507,1643279625.004,0.51,0.264,0.65,0.2106
model-1643279507,1643279625.65,0.5,0.2579,0.65,0.223
model-1643279507,1643279626.297,0.61,0.2339,0.64,0.2265
model-1643279507,1643279626.942,0.67,0.2058,0.59,0.2356
model-1643279507,1643279627.589,0.6,0.2324,0.6,0.2385
model-1643279507,1643279628.234,0.51,0.2699,0.51,0.2492
model-1643279507,1643279628.88,0.53,0.2517,0.63,0.2249
model-1643279507,1643279629.525,0.57,0.2423,0.61,0.2355
model-1643279507,1643279630.17,0.63,0.2302,0.57,0.2326
model-1643279507,1643279630.816,0.64,0.2266,0.61,0.2403
model-1643279507,1643279631.46,0.53,0.2353,0.68,0.2221
model-1643279507,1643279632.105,0.53,0.2603,0.61,0.2338
model-1643279507,1643279632.75,0.63,0.2467,0.66,0.2199
model-1643279507,1643279633.394,0.59,0.2374,0.6,0.2417
model-1643279507,1643279634.038,0.61,0.2277,0.68,0.2183
model-1643279507,1643279634.684,0.66,0.2254,0.63,0.2446
model-1643279507,1643279635.328,0.55,0.2382,0.69,0.2285
model-1643279507,1643279635.973,0.55,0.254,0.67,0.2271
model-1643279507,1643279636.618,0.5,0.2479,0.66,0.2369
model-1643279507,1643279637.264,0.62,0.2376,0.67,0.2341
model-1643279507,1643279637.909,0.56,0.2392,0.65,0.2284
model-1643279507,1643279638.555,0.64,0.2309,0.62,0.2266
model-1643279507,1643279639.201,0.65,0.2342,0.69,0.2244
model-1643279507,1643279639.847,0.53,0.2444,0.59,0.2278
model-1643279507,1643279640.492,0.68,0.2307,0.56,0.2357
model-1643279507,1643279641.138,0.64,0.2217,0.59,0.2358
model-1643279507,1643279641.783,0.7,0.2116,0.62,0.2338
model-1643279507,1643279642.428,0.75,0.205,0.76,0.2043
model-1643279507,1643279643.073,0.66,0.2215,0.63,0.2279
model-1643279507,1643279643.718,0.7,0.2122,0.64,0.216
model-1643279507,1643279644.363,0.6,0.226,0.64,0.2189
model-1643279507,1643279645.009,0.65,0.2164,0.63,0.2299
model-1643279507,1643279645.654,0.65,0.2356,0.67,0.2091
model-1643279507,1643279646.3,0.57,0.2301,0.64,0.2255
model-1643279507,1643279646.946,0.55,0.2507,0.67,0.2082
model-1643279507,1643279647.592,0.58,0.241,0.64,0.2178
model-1643279507,1643279648.238,0.7,0.204,0.7,0.2027
model-1643279507,1643279648.883,0.63,0.2242,0.67,0.2175
model-1643279507,1643279649.53,0.67,0.2109,0.64,0.205
model-1643279507,1643279650.175,0.62,0.21,0.65,0.2112
model-1643279507,1643279650.822,0.57,0.2561,0.65,0.2151
model-1643279507,1643279651.468,0.71,0.2118,0.58,0.2459
model-1643279507,1643279652.113,0.72,0.1866,0.6,0.2489
model-1643279507,1643279652.759,0.69,0.2156,0.64,0.2246
model-1643279507,1643279653.166,0.65,0.2256,0.64,0.2257
model-1643279507,1643279653.815,0.56,0.2496,0.58,0.2321
model-1643279507,1643279654.46,0.65,0.2075,0.57,0.2424
model-1643279507,1643279655.108,0.66,0.2255,0.71,0.1907
model-1643279507,1643279655.753,0.64,0.2301,0.65,0.2169
model-1643279507,1643279656.398,0.65,0.2239,0.59,0.228
model-1643279507,1643279657.043,0.65,0.2181,0.67,0.1982
model-1643279507,1643279657.688,0.6,0.2207,0.65,0.2274
model-1643279507,1643279658.333,0.57,0.2196,0.64,0.2276
model-1643279507,1643279658.978,0.63,0.2202,0.7,0.2025
model-1643279507,1643279659.623,0.66,0.2172,0.71,0.2013
model-1643279507,1643279660.268,0.68,0.2116,0.66,0.2159
model-1643279507,1643279660.913,0.62,0.2267,0.6,0.2283
model-1643279507,1643279661.558,0.7,0.2272,0.59,0.2365
model-1643279507,1643279662.204,0.67,0.2162,0.62,0.2264
model-1643279507,1643279662.849,0.67,0.2135,0.63,0.2217
model-1643279507,1643279663.496,0.67,0.2153,0.62,0.2283
model-1643279507,1643279664.141,0.56,0.2301,0.63,0.2258
model-1643279507,1643279664.785,0.71,0.206,0.63,0.2224
model-1643279507,1643279665.431,0.63,0.2282,0.56,0.2432
model-1643279507,1643279666.075,0.65,0.224,0.62,0.2312
model-1643279507,1643279666.721,0.65,0.2171,0.65,0.2165
model-1643279507,1643279667.367,0.7,0.1944,0.63,0.2282
model-1643279507,1643279668.012,0.68,0.2044,0.62,0.2363
model-1643279507,1643279668.659,0.67,0.2145,0.62,0.2348
model-1643279507,1643279669.306,0.6,0.244,0.58,0.2406
model-1643279507,1643279669.953,0.67,0.2081,0.64,0.2163
model-1643279507,1643279670.599,0.66,0.2095,0.63,0.2249
model-1643279507,1643279671.245,0.54,0.2596,0.62,0.237
model-1643279507,1643279671.891,0.64,0.225,0.67,0.2009
model-1643279507,1643279672.536,0.63,0.2147,0.65,0.2187
model-1643279507,1643279673.182,0.64,0.235,0.65,0.197
model-1643279507,1643279673.827,0.58,0.2342,0.62,0.2329
model-1643279507,1643279674.474,0.65,0.2235,0.68,0.2113
model-1643279507,1643279675.12,0.65,0.2127,0.64,0.2273
model-1643279507,1643279675.767,0.71,0.201,0.7,0.2036
model-1643279507,1643279676.413,0.7,0.1989,0.69,0.2089
model-1643279507,1643279677.057,0.61,0.2216,0.72,0.1872
model-1643279507,1643279677.702,0.6,0.237,0.63,0.2353
model-1643279507,1643279678.347,0.71,0.1965,0.65,0.2074
model-1643279507,1643279678.993,0.63,0.2158,0.55,0.259
model-1643279507,1643279679.638,0.59,0.2649,0.63,0.2209
model-1643279507,1643279680.283,0.69,0.2033,0.67,0.2227
model-1643279507,1643279680.929,0.68,0.2043,0.63,0.2141
model-1643279507,1643279681.573,0.67,0.2123,0.55,0.2554
model-1643279507,1643279682.218,0.64,0.2214,0.64,0.2385
model-1643279507,1643279682.864,0.61,0.2263,0.71,0.2046
model-1643279507,1643279683.509,0.59,0.2507,0.61,0.2218
model-1643279507,1643279684.155,0.67,0.218,0.56,0.2416
model-1643279507,1643279684.801,0.61,0.2241,0.62,0.2267
model-1643279507,1643279685.446,0.57,0.2479,0.67,0.204
model-1643279507,1643279686.091,0.68,0.2059,0.62,0.2286
model-1643279507,1643279686.736,0.57,0.2445,0.68,0.2173
model-1643279507,1643279687.381,0.66,0.2156,0.65,0.2222
model-1643279507,1643279688.025,0.71,0.2088,0.65,0.2255
model-1643279507,1643279688.671,0.63,0.2281,0.63,0.218
model-1643279507,1643279689.317,0.71,0.2117,0.6,0.2305
model-1643279507,1643279689.962,0.68,0.2165,0.64,0.2248
model-1643279507,1643279690.609,0.74,0.2037,0.58,0.2348
model-1643279507,1643279691.254,0.64,0.222,0.68,0.2156
model-1643279507,1643279691.899,0.74,0.2077,0.74,0.1888
model-1643279507,1643279692.545,0.67,0.2156,0.64,0.23
model-1643279507,1643279693.19,0.68,0.2097,0.66,0.2205
model-1643279507,1643279693.835,0.56,0.237,0.69,0.2022
model-1643279507,1643279694.482,0.69,0.2,0.68,0.2176
model-1643279507,1643279695.127,0.63,0.2105,0.65,0.2094
model-1643279507,1643279695.773,0.65,0.219,0.67,0.2161
model-1643279507,1643279696.42,0.62,0.2317,0.65,0.2386
model-1643279507,1643279697.069,0.75,0.1927,0.64,0.2194
model-1643279507,1643279697.715,0.64,0.2191,0.64,0.2305
model-1643279507,1643279698.362,0.66,0.2229,0.69,0.2179
model-1643279507,1643279699.007,0.68,0.197,0.64,0.231
model-1643279507,1643279699.653,0.6,0.2425,0.67,0.2192
model-1643279507,1643279700.3,0.7,0.1934,0.61,0.2305
model-1643279507,1643279700.945,0.64,0.2189,0.74,0.1935
model-1643279507,1643279701.591,0.64,0.2438,0.73,0.2029
model-1643279507,1643279702.237,0.7,0.2011,0.68,0.2046
model-1643279507,1643279702.882,0.6,0.2344,0.57,0.2308
model-1643279507,1643279703.527,0.52,0.2572,0.66,0.2079
model-1643279507,1643279704.172,0.61,0.2324,0.62,0.232
model-1643279507,1643279704.817,0.58,0.2456,0.65,0.2221
model-1643279507,1643279705.462,0.67,0.2063,0.58,0.2305
model-1643279507,1643279706.107,0.7,0.2183,0.65,0.212
model-1643279507,1643279706.754,0.64,0.2262,0.62,0.2223
model-1643279507,1643279707.399,0.6,0.232,0.57,0.2324
model-1643279507,1643279708.045,0.65,0.2262,0.63,0.2199
model-1643279507,1643279708.691,0.72,0.1948,0.82,0.1861
model-1643279507,1643279709.338,0.71,0.1889,0.64,0.2173
model-1643279507,1643279709.988,0.71,0.1978,0.67,0.2189
model-1643279507,1643279710.641,0.58,0.2431,0.67,0.2048
model-1643279507,1643279711.289,0.73,0.2128,0.66,0.2204
model-1643279507,1643279711.937,0.65,0.2195,0.65,0.2284
model-1643279507,1643279712.584,0.58,0.2374,0.58,0.2495
model-1643279507,1643279713.229,0.52,0.2622,0.63,0.2346
model-1643279507,1643279713.875,0.63,0.2287,0.62,0.2326
model-1643279507,1643279714.52,0.61,0.2297,0.51,0.2407
model-1643279507,1643279715.177,0.72,0.2088,0.61,0.2188
model-1643279507,1643279715.839,0.71,0.2096,0.63,0.224
model-1643279507,1643279716.493,0.66,0.2253,0.65,0.2277
model-1643279507,1643279717.151,0.56,0.241,0.6,0.2247
model-1643279507,1643279717.796,0.61,0.2203,0.62,0.2337
model-1643279507,1643279718.441,0.57,0.2363,0.66,0.2211
model-1643279507,1643279719.093,0.6,0.2388,0.66,0.2168
model-1643279507,1643279719.742,0.68,0.2044,0.71,0.2087
model-1643279507,1643279720.39,0.61,0.241,0.61,0.2229
model-1643279507,1643279721.041,0.66,0.2304,0.64,0.2322
model-1643279507,1643279721.686,0.68,0.2103,0.57,0.2423
model-1643279507,1643279722.332,0.58,0.2394,0.64,0.2311
model-1643279507,1643279722.979,0.63,0.2236,0.68,0.2074
model-1643279507,1643279723.625,0.7,0.2121,0.62,0.2215
model-1643279507,1643279724.271,0.69,0.2067,0.62,0.2207
model-1643279507,1643279724.916,0.66,0.2256,0.63,0.2216
model-1643279507,1643279725.561,0.68,0.212,0.68,0.2031
model-1643279507,1643279726.205,0.61,0.2176,0.73,0.1952
model-1643279507,1643279726.855,0.64,0.212,0.62,0.2236
model-1643279507,1643279727.505,0.72,0.1887,0.62,0.2286
model-1643279507,1643279728.152,0.66,0.2069,0.64,0.2142
model-1643279507,1643279728.799,0.64,0.2001,0.64,0.2239
model-1643279507,1643279729.453,0.63,0.2155,0.75,0.1792
model-1643279507,1643279730.103,0.73,0.1882,0.68,0.2005
model-1643279507,1643279730.75,0.55,0.2275,0.75,0.1772
model-1643279507,1643279731.395,0.58,0.2289,0.72,0.1876
model-1643279507,1643279732.04,0.67,0.2002,0.68,0.2263
model-1643279507,1643279732.684,0.62,0.2293,0.76,0.1854
model-1643279507,1643279733.328,0.63,0.2239,0.7,0.2061
model-1643279507,1643279733.973,0.63,0.2125,0.67,0.2043
model-1643279507,1643279734.619,0.69,0.2021,0.77,0.1996
model-1643279507,1643279735.27,0.61,0.2159,0.64,0.2284
model-1643279507,1643279735.921,0.63,0.2166,0.68,0.2251
model-1643279507,1643279736.574,0.62,0.2439,0.68,0.2124
model-1643279507,1643279737.224,0.74,0.1908,0.68,0.2002
model-1643279507,1643279737.877,0.67,0.2083,0.6,0.2327
model-1643279507,1643279738.529,0.69,0.2055,0.72,0.1943
model-1643279507,1643279739.177,0.66,0.2147,0.67,0.2126
model-1643279507,1643279739.823,0.69,0.1961,0.62,0.2364
model-1643279507,1643279740.47,0.63,0.2163,0.82,0.1736
model-1643279507,1643279741.116,0.61,0.2371,0.71,0.1967
model-1643279507,1643279741.763,0.66,0.1979,0.67,0.2077
model-1643279507,1643279742.409,0.63,0.2195,0.61,0.2253
model-1643279507,1643279743.054,0.59,0.2367,0.63,0.2101
model-1643279507,1643279743.701,0.54,0.2451,0.73,0.1885
model-1643279507,1643279744.345,0.65,0.2182,0.71,0.2123
model-1643279507,1643279744.991,0.66,0.2075,0.65,0.2244
model-1643279507,1643279745.638,0.7,0.2012,0.66,0.2254
model-1643279507,1643279746.285,0.7,0.2034,0.65,0.2093
model-1643279507,1643279746.933,0.6,0.2242,0.7,0.1952
model-1643279507,1643279747.582,0.7,0.2118,0.72,0.2112
model-1643279507,1643279748.229,0.65,0.2155,0.6,0.2219
model-1643279507,1643279748.877,0.72,0.1965,0.66,0.2163
model-1643279507,1643279749.523,0.62,0.2228,0.64,0.2101
model-1643279507,1643279750.172,0.66,0.2211,0.63,0.2314
model-1643279507,1643279750.821,0.69,0.2006,0.67,0.2041
model-1643279507,1643279751.466,0.61,0.2217,0.65,0.2249
model-1643279507,1643279752.11,0.63,0.2223,0.68,0.1925
model-1643279507,1643279752.755,0.71,0.1998,0.66,0.2331
model-1643279507,1643279753.4,0.69,0.1977,0.69,0.2108
model-1643279507,1643279754.047,0.77,0.1806,0.68,0.2066
model-1643279507,1643279754.692,0.62,0.2084,0.65,0.2114
model-1643279507,1643279755.336,0.77,0.1801,0.74,0.1826
model-1643279507,1643279755.982,0.63,0.2258,0.74,0.1776
model-1643279507,1643279756.627,0.74,0.2008,0.7,0.2132
model-1643279507,1643279757.274,0.78,0.1616,0.59,0.2273
model-1643279507,1643279757.918,0.59,0.232,0.73,0.1889
model-1643279507,1643279758.563,0.61,0.2252,0.65,0.2131
model-1643279507,1643279759.209,0.65,0.2161,0.71,0.1941
model-1643279507,1643279759.855,0.63,0.2202,0.77,0.1656
model-1643279507,1643279760.499,0.72,0.186,0.63,0.2339
model-1643279507,1643279761.144,0.73,0.1871,0.71,0.1853
model-1643279507,1643279761.789,0.61,0.2233,0.67,0.197
model-1643279507,1643279762.434,0.67,0.2268,0.74,0.1813
model-1643279507,1643279763.081,0.64,0.2181,0.6,0.2372
model-1643279507,1643279763.726,0.62,0.2219,0.68,0.2096
model-1643279507,1643279764.372,0.65,0.2215,0.71,0.2033
model-1643279507,1643279765.017,0.59,0.2137,0.63,0.2155
model-1643279507,1643279765.663,0.71,0.1999,0.71,0.1893
model-1643279507,1643279766.316,0.72,0.1839,0.7,0.194
model-1643279507,1643279766.961,0.67,0.1917,0.64,0.1989
model-1643279507,1643279767.607,0.66,0.2077,0.66,0.2086
model-1643279507,1643279768.253,0.76,0.1748,0.72,0.2006
model-1643279507,1643279768.899,0.68,0.1976,0.67,0.2038
model-1643279507,1643279769.545,0.68,0.2102,0.65,0.2126
model-1643279507,1643279770.19,0.55,0.2571,0.78,0.178
model-1643279507,1643279770.835,0.6,0.2269,0.65,0.2142
model-1643279507,1643279771.484,0.69,0.1981,0.72,0.188
model-1643279507,1643279772.129,0.82,0.1679,0.74,0.1616
model-1643279507,1643279772.776,0.63,0.2162,0.68,0.1908
model-1643279507,1643279773.443,0.64,0.2392,0.72,0.1853
model-1643279507,1643279774.1,0.65,0.2075,0.64,0.2086
model-1643279507,1643279774.765,0.74,0.176,0.68,0.2033
model-1643279507,1643279775.434,0.61,0.2601,0.66,0.2128
model-1643279507,1643279776.101,0.68,0.2074,0.67,0.2033
model-1643279507,1643279776.76,0.7,0.1987,0.67,0.2082
model-1643279507,1643279777.417,0.65,0.2251,0.64,0.2201
model-1643279507,1643279778.068,0.72,0.1919,0.7,0.2016
model-1643279507,1643279778.716,0.59,0.2405,0.64,0.2331
model-1643279507,1643279779.39,0.56,0.2491,0.61,0.2136
model-1643279507,1643279780.05,0.69,0.2011,0.7,0.2004
model-1643279507,1643279780.7,0.69,0.2002,0.69,0.2019
model-1643279507,1643279781.348,0.66,0.2482,0.69,0.205
model-1643279507,1643279781.997,0.73,0.2003,0.66,0.2104
model-1643279507,1643279782.644,0.64,0.2151,0.68,0.2082
model-1643279507,1643279783.29,0.59,0.242,0.62,0.2528
model-1643279507,1643279783.937,0.63,0.2242,0.68,0.195
model-1643279507,1643279784.581,0.66,0.227,0.69,0.2036
model-1643279507,1643279785.242,0.55,0.2384,0.7,0.1955
model-1643279507,1643279785.913,0.63,0.2371,0.73,0.1933
model-1643279507,1643279786.591,0.66,0.2072,0.64,0.2125
model-1643279507,1643279787.242,0.74,0.1911,0.81,0.1868
model-1643279507,1643279787.902,0.79,0.1815,0.68,0.2031
model-1643279507,1643279788.557,0.64,0.2152,0.75,0.1808
model-1643279507,1643279789.213,0.73,0.1852,0.71,0.205
model-1643279507,1643279789.864,0.67,0.2058,0.7,0.2019
model-1643279507,1643279790.514,0.79,0.1819,0.69,0.208
model-1643279507,1643279791.166,0.71,0.2044,0.66,0.2232
model-1643279507,1643279791.813,0.76,0.1859,0.76,0.1662
model-1643279507,1643279792.466,0.65,0.2224,0.8,0.1536
