model-1643279507,1643279793.111,0.75,0.193,0.64,0.2205
model-1643279507,1643279793.758,0.79,0.1709,0.66,0.1983
model-1643279507,1643279794.404,0.71,0.2021,0.61,0.2262
model-1643279507,1643279795.053,0.73,0.1897,0.66,0.2346
model-1643279507,1643279795.699,0.7,0.177,0.76,0.167
model-1643279507,1643279796.347,0.7,0.1984,0.76,0.1712
model-1643279507,1643279796.995,0.75,0.1892,0.73,0.1854
model-1643279507,1643279797.643,0.77,0.164,0.65,0.2099
model-1643279507,1643279798.29,0.74,0.1804,0.69,0.2118
model-1643279507,1643279798.698,0.75,0.1937,0.73,0.1894
model-1643279507,1643279799.348,0.57,0.2762,0.69,0.2216
model-1643279507,1643279799.994,0.69,0.1988,0.72,0.2018
model-1643279507,1643279800.645,0.7,0.1972,0.71,0.1838
model-1643279507,1643279801.302,0.71,0.1998,0.71,0.186
model-1643279507,1643279801.951,0.7,0.199,0.69,0.2073
model-1643279507,1643279802.597,0.68,0.2194,0.68,0.2039
model-1643279507,1643279803.243,0.67,0.2034,0.63,0.214
model-1643279507,1643279803.89,0.69,0.2131,0.71,0.1986
model-1643279507,1643279804.537,0.68,0.2184,0.74,0.1962
model-1643279507,1643279805.184,0.63,0.2012,0.61,0.2065
model-1643279507,1643279805.837,0.76,0.178,0.65,0.2211
model-1643279507,1643279806.491,0.69,0.1942,0.68,0.1982
model-1643279507,1643279807.137,0.72,0.1966,0.63,0.2135
model-1643279507,1643279807.783,0.65,0.2038,0.81,0.1651
model-1643279507,1643279808.429,0.7,0.1963,0.62,0.2091
model-1643279507,1643279809.081,0.7,0.1922,0.75,0.1544
model-1643279507,1643279809.75,0.68,0.1995,0.8,0.1443
model-1643279507,1643279810.425,0.71,0.188,0.68,0.214
model-1643279507,1643279811.076,0.68,0.2099,0.68,0.194
model-1643279507,1643279811.736,0.74,0.1795,0.69,0.2085
model-1643279507,1643279812.388,0.76,0.1711,0.72,0.2099
model-1643279507,1643279813.033,0.74,0.1721,0.69,0.2127
model-1643279507,1643279813.696,0.7,0.1966,0.69,0.1829
model-1643279507,1643279814.343,0.74,0.1981,0.66,0.2007
model-1643279507,1643279814.988,0.69,0.2102,0.65,0.2304
model-1643279507,1643279815.636,0.63,0.2006,0.65,0.2223
model-1643279507,1643279816.283,0.72,0.1894,0.71,0.2061
model-1643279507,1643279816.927,0.67,0.2142,0.64,0.2169
model-1643279507,1643279817.574,0.66,0.2188,0.81,0.1368
model-1643279507,1643279818.228,0.72,0.2042,0.69,0.2
model-1643279507,1643279818.882,0.66,0.2072,0.65,0.2088
model-1643279507,1643279819.537,0.66,0.2184,0.65,0.195
model-1643279507,1643279820.193,0.73,0.1801,0.71,0.1933
model-1643279507,1643279820.847,0.72,0.177,0.68,0.2012
model-1643279507,1643279821.508,0.77,0.1758,0.71,0.1863
model-1643279507,1643279822.158,0.78,0.157,0.77,0.1606
model-1643279507,1643279822.821,0.71,0.1889,0.69,0.1828
model-1643279507,1643279823.475,0.68,0.2227,0.73,0.1922
model-1643279507,1643279824.142,0.72,0.1878,0.76,0.1635
model-1643279507,1643279824.789,0.71,0.1839,0.69,0.2041
model-1643279507,1643279825.433,0.68,0.2252,0.63,0.2071
model-1643279507,1643279826.077,0.69,0.2002,0.7,0.2052
model-1643279507,1643279826.721,0.76,0.1701,0.69,0.1929
model-1643279507,1643279827.366,0.76,0.1735,0.66,0.2133
model-1643279507,1643279828.01,0.7,0.2025,0.65,0.2353
model-1643279507,1643279828.654,0.65,0.2216,0.65,0.2173
model-1643279507,1643279829.301,0.65,0.2319,0.74,0.1831
model-1643279507,1643279829.946,0.72,0.1901,0.69,0.1884
model-1643279507,1643279830.593,0.74,0.1863,0.68,0.2168
model-1643279507,1643279831.237,0.63,0.223,0.75,0.1774
model-1643279507,1643279831.883,0.75,0.1795,0.67,0.1817
model-1643279507,1643279832.528,0.68,0.2016,0.72,0.1984
model-1643279507,1643279833.173,0.72,0.1803,0.74,0.2003
model-1643279507,1643279833.817,0.66,0.2085,0.72,0.1875
model-1643279507,1643279834.463,0.71,0.1862,0.72,0.177
model-1643279507,1643279835.108,0.73,0.1821,0.69,0.1987
model-1643279507,1643279835.752,0.73,0.1848,0.76,0.1812
model-1643279507,1643279836.399,0.78,0.1744,0.72,0.1899
model-1643279507,1643279837.046,0.7,0.2047,0.82,0.1458
model-1643279507,1643279837.694,0.8,0.163,0.73,0.2002
model-1643279507,1643279838.339,0.76,0.1709,0.74,0.1749
model-1643279507,1643279839.008,0.65,0.2004,0.7,0.1837
model-1643279507,1643279839.656,0.69,0.2012,0.84,0.1311
model-1643279507,1643279840.304,0.71,0.1917,0.71,0.1874
model-1643279507,1643279840.952,0.71,0.2008,0.78,0.1525
model-1643279507,1643279841.599,0.69,0.1981,0.68,0.2081
model-1643279507,1643279842.244,0.74,0.2009,0.76,0.1842
model-1643279507,1643279842.889,0.78,0.1692,0.75,0.1651
model-1643279507,1643279843.54,0.77,0.1838,0.71,0.1884
model-1643279507,1643279844.187,0.79,0.1636,0.64,0.2326
model-1643279507,1643279844.835,0.71,0.1824,0.72,0.1828
model-1643279507,1643279845.489,0.67,0.2007,0.71,0.2125
model-1643279507,1643279846.137,0.75,0.1748,0.67,0.2173
model-1643279507,1643279846.79,0.7,0.1936,0.71,0.1987
model-1643279507,1643279847.44,0.66,0.2313,0.68,0.1991
model-1643279507,1643279848.09,0.65,0.2049,0.73,0.1903
model-1643279507,1643279848.737,0.69,0.1998,0.78,0.1507
model-1643279507,1643279849.382,0.66,0.2207,0.66,0.2243
model-1643279507,1643279850.054,0.68,0.2043,0.79,0.1411
model-1643279507,1643279850.702,0.65,0.2366,0.65,0.2027
model-1643279507,1643279851.351,0.71,0.1625,0.63,0.2104
model-1643279507,1643279851.996,0.79,0.1795,0.73,0.1999
model-1643279507,1643279852.642,0.68,0.2136,0.7,0.1892
model-1643279507,1643279853.293,0.7,0.1992,0.7,0.2049
model-1643279507,1643279853.94,0.69,0.202,0.69,0.2017
model-1643279507,1643279854.592,0.82,0.1634,0.69,0.2049
model-1643279507,1643279855.242,0.79,0.1599,0.61,0.2165
model-1643279507,1643279855.889,0.77,0.1624,0.74,0.1844
model-1643279507,1643279856.544,0.62,0.2493,0.78,0.1405
model-1643279507,1643279857.197,0.7,0.2064,0.74,0.1827
model-1643279507,1643279857.845,0.64,0.2244,0.68,0.1986
model-1643279507,1643279858.491,0.69,0.2048,0.73,0.182
model-1643279507,1643279859.139,0.6,0.2495,0.62,0.2074
model-1643279507,1643279859.788,0.66,0.2132,0.64,0.2225
model-1643279507,1643279860.435,0.7,0.1996,0.71,0.2013
model-1643279507,1643279861.085,0.77,0.1943,0.68,0.2032
model-1643279507,1643279861.73,0.74,0.1847,0.74,0.1898
model-1643279507,1643279862.375,0.67,0.2136,0.7,0.1948
model-1643279507,1643279863.024,0.57,0.2323,0.71,0.1892
model-1643279507,1643279863.671,0.72,0.2163,0.78,0.1674
model-1643279507,1643279864.325,0.65,0.2083,0.77,0.1644
model-1643279507,1643279864.974,0.64,0.22,0.71,0.2086
model-1643279507,1643279865.625,0.7,0.198,0.72,0.1832
model-1643279507,1643279866.278,0.65,0.2126,0.61,0.2315
model-1643279507,1643279866.929,0.69,0.2127,0.64,0.2256
model-1643279507,1643279867.574,0.74,0.1809,0.57,0.2274
model-1643279507,1643279868.22,0.6,0.227,0.74,0.2043
model-1643279507,1643279868.868,0.7,0.1922,0.61,0.2238
model-1643279507,1643279869.514,0.69,0.202,0.64,0.211
model-1643279507,1643279870.16,0.74,0.1888,0.65,0.2095
model-1643279507,1643279870.807,0.69,0.189,0.7,0.2056
model-1643279507,1643279871.463,0.73,0.1964,0.8,0.1547
model-1643279507,1643279872.111,0.68,0.2027,0.72,0.1867
model-1643279507,1643279872.769,0.76,0.185,0.73,0.1861
model-1643279507,1643279873.417,0.76,0.1776,0.75,0.1866
model-1643279507,1643279874.069,0.69,0.1949,0.69,0.1994
model-1643279507,1643279874.718,0.65,0.1955,0.7,0.2106
model-1643279507,1643279875.366,0.7,0.1852,0.74,0.199
model-1643279507,1643279876.014,0.76,0.1605,0.67,0.2044
model-1643279507,1643279876.658,0.66,0.222,0.7,0.1858
model-1643279507,1643279877.308,0.73,0.1865,0.65,0.2133
model-1643279507,1643279877.96,0.71,0.1814,0.7,0.181
model-1643279507,1643279878.607,0.7,0.2035,0.7,0.201
model-1643279507,1643279879.258,0.7,0.1937,0.68,0.2038
model-1643279507,1643279879.907,0.7,0.1917,0.77,0.1758
model-1643279507,1643279880.562,0.78,0.1555,0.72,0.1817
model-1643279507,1643279881.213,0.7,0.1904,0.72,0.1691
model-1643279507,1643279881.86,0.79,0.1756,0.66,0.2049
model-1643279507,1643279882.505,0.66,0.2218,0.69,0.2007
model-1643279507,1643279883.151,0.76,0.1754,0.81,0.1623
model-1643279507,1643279883.803,0.66,0.2044,0.71,0.1888
model-1643279507,1643279884.454,0.75,0.1711,0.77,0.1761
model-1643279507,1643279885.102,0.72,0.1939,0.62,0.2214
model-1643279507,1643279885.756,0.66,0.1968,0.73,0.1854
model-1643279507,1643279886.407,0.72,0.1758,0.74,0.1718
model-1643279507,1643279887.059,0.68,0.2112,0.74,0.1494
model-1643279507,1643279887.708,0.72,0.1879,0.77,0.1414
model-1643279507,1643279888.357,0.7,0.2087,0.72,0.174
model-1643279507,1643279889.006,0.62,0.2293,0.73,0.1865
model-1643279507,1643279889.656,0.69,0.2073,0.75,0.1724
model-1643279507,1643279890.307,0.66,0.2005,0.79,0.1553
model-1643279507,1643279890.955,0.81,0.1593,0.75,0.183
model-1643279507,1643279891.604,0.75,0.1595,0.74,0.1693
model-1643279507,1643279892.249,0.78,0.159,0.81,0.1712
model-1643279507,1643279892.895,0.68,0.1999,0.7,0.1881
model-1643279507,1643279893.539,0.72,0.1923,0.7,0.2011
model-1643279507,1643279894.189,0.71,0.189,0.77,0.1684
model-1643279507,1643279894.854,0.74,0.1746,0.67,0.2146
model-1643279507,1643279895.511,0.69,0.1995,0.68,0.1939
model-1643279507,1643279896.159,0.67,0.2063,0.69,0.1954
model-1643279507,1643279896.805,0.71,0.1837,0.68,0.1961
model-1643279507,1643279897.457,0.74,0.1958,0.74,0.1988
model-1643279507,1643279898.106,0.73,0.2017,0.66,0.1951
model-1643279507,1643279898.76,0.71,0.1965,0.66,0.2224
model-1643279507,1643279899.412,0.76,0.167,0.82,0.1596
model-1643279507,1643279900.063,0.79,0.1584,0.73,0.1862
model-1643279507,1643279900.71,0.73,0.1905,0.71,0.1897
model-1643279507,1643279901.358,0.78,0.154,0.75,0.1954
model-1643279507,1643279902.009,0.75,0.199,0.73,0.2003
model-1643279507,1643279902.656,0.77,0.1692,0.77,0.1668
model-1643279507,1643279903.313,0.8,0.1496,0.75,0.1956
model-1643279507,1643279903.968,0.67,0.2018,0.79,0.161
model-1643279507,1643279904.622,0.78,0.1735,0.65,0.2238
model-1643279507,1643279905.272,0.67,0.2007,0.68,0.2203
model-1643279507,1643279905.916,0.68,0.1972,0.8,0.1417
model-1643279507,1643279906.567,0.77,0.1606,0.68,0.224
model-1643279507,1643279907.222,0.79,0.1586,0.65,0.2215
model-1643279507,1643279907.868,0.71,0.1857,0.68,0.1984
model-1643279507,1643279908.518,0.72,0.1992,0.71,0.1988
model-1643279507,1643279909.182,0.68,0.2003,0.74,0.178
model-1643279507,1643279909.837,0.66,0.2067,0.71,0.2165
model-1643279507,1643279910.486,0.76,0.1681,0.83,0.1227
model-1643279507,1643279911.153,0.66,0.2036,0.74,0.1849
model-1643279507,1643279911.804,0.77,0.1719,0.67,0.196
model-1643279507,1643279912.456,0.79,0.1478,0.62,0.2376
model-1643279507,1643279913.102,0.76,0.157,0.76,0.1584
model-1643279507,1643279913.749,0.7,0.1736,0.75,0.1623
model-1643279507,1643279914.4,0.78,0.158,0.73,0.1769
model-1643279507,1643279915.051,0.78,0.1533,0.76,0.1513
model-1643279507,1643279915.699,0.72,0.1904,0.72,0.176
model-1643279507,1643279916.347,0.65,0.2345,0.68,0.1993
model-1643279507,1643279916.991,0.63,0.2125,0.66,0.2102
model-1643279507,1643279917.64,0.7,0.1768,0.68,0.2207
model-1643279507,1643279918.288,0.73,0.164,0.66,0.1943
model-1643279507,1643279918.933,0.69,0.1976,0.67,0.2033
model-1643279507,1643279919.578,0.68,0.2077,0.68,0.1941
model-1643279507,1643279920.23,0.67,0.2006,0.73,0.1636
model-1643279507,1643279920.881,0.76,0.1613,0.73,0.1727
model-1643279507,1643279921.529,0.73,0.1824,0.69,0.1977
model-1643279507,1643279922.177,0.72,0.176,0.66,0.2003
model-1643279507,1643279922.822,0.74,0.1804,0.64,0.2302
model-1643279507,1643279923.468,0.69,0.2059,0.77,0.1523
model-1643279507,1643279924.116,0.73,0.1863,0.63,0.2323
model-1643279507,1643279924.766,0.7,0.1891,0.73,0.1864
model-1643279507,1643279925.414,0.68,0.1929,0.67,0.2213
model-1643279507,1643279926.06,0.72,0.1767,0.79,0.1663
model-1643279507,1643279926.706,0.71,0.1841,0.68,0.1793
model-1643279507,1643279927.354,0.68,0.2192,0.7,0.1929
model-1643279507,1643279928.0,0.77,0.1787,0.69,0.2186
model-1643279507,1643279928.644,0.77,0.1793,0.73,0.1875
model-1643279507,1643279929.289,0.68,0.2149,0.72,0.2108
model-1643279507,1643279929.934,0.71,0.2022,0.77,0.1714
model-1643279507,1643279930.588,0.71,0.1956,0.74,0.152
model-1643279507,1643279931.233,0.7,0.193,0.8,0.1459
model-1643279507,1643279931.877,0.68,0.2065,0.68,0.2028
model-1643279507,1643279932.521,0.68,0.1837,0.79,0.1565
model-1643279507,1643279933.165,0.78,0.1619,0.78,0.1677
model-1643279507,1643279933.812,0.83,0.1487,0.72,0.1864
model-1643279507,1643279934.46,0.73,0.1905,0.69,0.2003
model-1643279507,1643279935.104,0.79,0.1528,0.76,0.1642
model-1643279507,1643279935.751,0.72,0.1846,0.81,0.144
model-1643279507,1643279936.399,0.8,0.1597,0.67,0.2099
model-1643279507,1643279937.046,0.72,0.1903,0.72,0.1714
model-1643279507,1643279937.694,0.82,0.1616,0.71,0.1861
model-1643279507,1643279938.34,0.71,0.2006,0.69,0.197
model-1643279507,1643279938.99,0.77,0.1588,0.74,0.1567
model-1643279507,1643279939.645,0.77,0.1558,0.76,0.1629
model-1643279507,1643279940.294,0.74,0.1695,0.69,0.1967
model-1643279507,1643279940.939,0.73,0.1783,0.75,0.1727
model-1643279507,1643279941.585,0.76,0.1474,0.69,0.1845
model-1643279507,1643279942.233,0.74,0.1786,0.68,0.1915
model-1643279507,1643279942.881,0.75,0.169,0.78,0.1654
model-1643279507,1643279943.529,0.79,0.1464,0.77,0.1722
model-1643279507,1643279944.18,0.79,0.164,0.73,0.1829
model-1643279507,1643279944.59,0.79,0.1602,0.76,0.1555
