model-1643277503,1643277522,in_sample,0.54,0.2462,0.55,0.2494
model-1643277503,1643277522,in_sample,0.51,0.2511,0.53,0.2491
model-1643277503,1643277523,in_sample,0.45,0.25,0.5,0.2501
model-1643277503,1643277524,in_sample,0.57,0.2473,0.53,0.2455
model-1643277503,1643277524,in_sample,0.51,0.2488,0.51,0.2489
model-1643277503,1643277525,in_sample,0.53,0.2466,0.54,0.247
model-1643277503,1643277526,in_sample,0.46,0.254,0.5,0.2516
model-1643277503,1643277526,in_sample,0.54,0.2466,0.58,0.2493
model-1643277503,1643277527,in_sample,0.61,0.2467,0.56,0.2445
model-1643277503,1643277528,in_sample,0.53,0.2471,0.47,0.2529
model-1643277503,1643277528,in_sample,0.64,0.2387,0.5,0.2498
model-1643277503,1643277529,in_sample,0.57,0.2438,0.56,0.2471
model-1643277503,1643277529,in_sample,0.45,0.2709,0.61,0.2392
model-1643277503,1643277530,in_sample,0.49,0.2556,0.49,0.2543
model-1643277503,1643277531,in_sample,0.45,0.2623,0.53,0.248
model-1643277503,1643277531,in_sample,0.45,0.2537,0.56,0.2443
model-1643277503,1643277532,in_sample,0.51,0.2482,0.49,0.2512
model-1643277503,1643277533,in_sample,0.52,0.2467,0.61,0.2429
model-1643277503,1643277533,in_sample,0.53,0.246,0.62,0.2419
model-1643277503,1643277534,in_sample,0.5,0.2489,0.54,0.2525
model-1643277503,1643277535,in_sample,0.55,0.2452,0.52,0.2458
model-1643277503,1643277535,in_sample,0.44,0.2527,0.53,0.246
model-1643277503,1643277536,in_sample,0.63,0.242,0.59,0.2468
model-1643277503,1643277537,in_sample,0.47,0.2477,0.54,0.2513
model-1643277503,1643277537,in_sample,0.51,0.2451,0.64,0.2355
model-1643277503,1643277538,in_sample,0.55,0.2439,0.59,0.2468
model-1643277503,1643277539,in_sample,0.46,0.2536,0.49,0.256
model-1643277503,1643277539,in_sample,0.52,0.2496,0.6,0.2344
model-1643277503,1643277540,in_sample,0.59,0.2427,0.67,0.2323
model-1643277503,1643277540,in_sample,0.54,0.2415,0.53,0.2436
model-1643277503,1643277541,in_sample,0.47,0.2494,0.59,0.2374
model-1643277503,1643277542,in_sample,0.61,0.242,0.54,0.2452
model-1643277503,1643277542,in_sample,0.53,0.242,0.46,0.2491
model-1643277503,1643277543,in_sample,0.54,0.2428,0.6,0.2347
model-1643277503,1643277544,in_sample,0.5,0.2534,0.49,0.2532
model-1643277503,1643277544,in_sample,0.58,0.2341,0.59,0.2376
model-1643277503,1643277545,in_sample,0.53,0.2488,0.55,0.2418
model-1643277503,1643277546,in_sample,0.66,0.2319,0.59,0.239
model-1643277503,1643277546,in_sample,0.6,0.2385,0.66,0.2338
model-1643277503,1643277547,in_sample,0.64,0.2551,0.68,0.2246
model-1643277503,1643277548,in_sample,0.6,0.2478,0.66,0.2341
model-1643277503,1643277548,in_sample,0.66,0.2342,0.6,0.2378
model-1643277503,1643277549,in_sample,0.6,0.2369,0.61,0.2341
model-1643277503,1643277550,in_sample,0.55,0.2526,0.46,0.2625
model-1643277503,1643277550,in_sample,0.58,0.2325,0.49,0.2577
model-1643277503,1643277551,in_sample,0.46,0.2683,0.57,0.2422
model-1643277503,1643277552,in_sample,0.46,0.2669,0.66,0.2287
model-1643277503,1643277552,in_sample,0.58,0.2458,0.54,0.2523
model-1643277503,1643277553,in_sample,0.58,0.2421,0.58,0.239
model-1643277503,1643277553,in_sample,0.46,0.2457,0.52,0.2359
model-1643277503,1643277554,in_sample,0.52,0.2492,0.44,0.2574
model-1643277503,1643277555,in_sample,0.49,0.2482,0.44,0.2538
model-1643277503,1643277555,in_sample,0.46,0.2574,0.48,0.2639
model-1643277503,1643277556,in_sample,0.55,0.2442,0.56,0.2416
model-1643277503,1643277557,in_sample,0.52,0.2432,0.45,0.2651
model-1643277503,1643277557,in_sample,0.49,0.2486,0.42,0.2639
model-1643277503,1643277558,in_sample,0.49,0.2442,0.58,0.2447
model-1643277503,1643277559,in_sample,0.5,0.2506,0.64,0.2398
model-1643277503,1643277559,in_sample,0.6,0.244,0.51,0.2484
model-1643277503,1643277560,in_sample,0.63,0.2355,0.55,0.244
model-1643277503,1643277561,in_sample,0.62,0.2388,0.52,0.2535
model-1643277503,1643277561,in_sample,0.59,0.2385,0.48,0.2648
model-1643277503,1643277562,in_sample,0.59,0.2461,0.52,0.2612
model-1643277503,1643277563,in_sample,0.59,0.2454,0.55,0.2453
model-1643277503,1643277563,in_sample,0.5,0.2558,0.54,0.2508
model-1643277503,1643277564,in_sample,0.54,0.2451,0.53,0.2429
model-1643277503,1643277564,in_sample,0.57,0.2448,0.43,0.2518
model-1643277503,1643277565,in_sample,0.59,0.2399,0.48,0.2496
model-1643277503,1643277566,in_sample,0.42,0.2506,0.55,0.2376
model-1643277503,1643277566,in_sample,0.52,0.2453,0.51,0.2666
model-1643277503,1643277567,in_sample,0.54,0.2512,0.51,0.2339
model-1643277503,1643277568,in_sample,0.57,0.2512,0.51,0.2476
model-1643277503,1643277568,in_sample,0.5,0.2556,0.57,0.2464
model-1643277503,1643277569,in_sample,0.61,0.2378,0.53,0.238
model-1643277503,1643277570,in_sample,0.5,0.2438,0.54,0.2442
model-1643277503,1643277570,in_sample,0.5,0.2478,0.46,0.2543
model-1643277503,1643277571,in_sample,0.53,0.2476,0.51,0.2487
model-1643277503,1643277572,in_sample,0.49,0.2512,0.53,0.2451
model-1643277503,1643277572,in_sample,0.49,0.25,0.55,0.2467
model-1643277503,1643277573,in_sample,0.55,0.2462,0.61,0.2394
model-1643277503,1643277574,in_sample,0.61,0.2388,0.65,0.2385
model-1643277503,1643277574,in_sample,0.57,0.2468,0.57,0.2421
model-1643277503,1643277575,in_sample,0.6,0.2379,0.61,0.2468
model-1643277503,1643277575,in_sample,0.56,0.2423,0.5,0.2534
model-1643277503,1643277576,in_sample,0.57,0.2412,0.64,0.24
model-1643277503,1643277577,in_sample,0.6,0.2443,0.5,0.2549
model-1643277503,1643277577,in_sample,0.64,0.2338,0.55,0.2477
model-1643277503,1643277578,in_sample,0.52,0.2448,0.62,0.2376
model-1643277503,1643277579,in_sample,0.64,0.2231,0.51,0.254
model-1643277503,1643277579,in_sample,0.6,0.2388,0.61,0.2384
model-1643277503,1643277580,in_sample,0.67,0.2322,0.51,0.2435
model-1643277503,1643277581,in_sample,0.61,0.225,0.52,0.2516
model-1643277503,1643277581,in_sample,0.52,0.2556,0.45,0.2828
model-1643277503,1643277582,in_sample,0.56,0.2552,0.51,0.2583
model-1643277503,1643277583,in_sample,0.5,0.2603,0.7,0.2156
model-1643277503,1643277583,in_sample,0.57,0.25,0.63,0.2189
model-1643277503,1643277584,in_sample,0.55,0.2437,0.55,0.2561
model-1643277503,1643277585,in_sample,0.65,0.2378,0.53,0.2488
model-1643277503,1643277585,in_sample,0.63,0.2376,0.53,0.2441
model-1643277503,1643277586,in_sample,0.59,0.2339,0.63,0.2304
model-1643277503,1643277587,in_sample,0.54,0.2488,0.67,0.2284
model-1643277503,1643277587,in_sample,0.71,0.2353,0.62,0.232
model-1643277503,1643277588,in_sample,0.71,0.2302,0.7,0.2277
model-1643277503,1643277588,in_sample,0.64,0.2228,0.58,0.2377
model-1643277503,1643277589,in_sample,0.62,0.2325,0.68,0.222
model-1643277503,1643277590,in_sample,0.66,0.2283,0.57,0.2411
model-1643277503,1643277590,in_sample,0.49,0.251,0.59,0.2314
model-1643277503,1643277591,in_sample,0.58,0.2371,0.63,0.2291
model-1643277503,1643277592,in_sample,0.64,0.2188,0.59,0.2261
model-1643277503,1643277592,in_sample,0.64,0.2318,0.53,0.2597
model-1643277503,1643277593,in_sample,0.62,0.2335,0.63,0.2255
model-1643277503,1643277594,in_sample,0.49,0.2623,0.67,0.2187
model-1643277503,1643277594,in_sample,0.57,0.2368,0.68,0.2099
model-1643277503,1643277595,in_sample,0.59,0.2412,0.68,0.2152
model-1643277503,1643277596,in_sample,0.64,0.2348,0.52,0.2552
model-1643277503,1643277596,in_sample,0.65,0.2229,0.58,0.2758
model-1643277503,1643277597,in_sample,0.58,0.2342,0.62,0.2394
model-1643277503,1643277598,in_sample,0.6,0.2402,0.57,0.242
model-1643277503,1643277598,in_sample,0.6,0.243,0.57,0.2348
model-1643277503,1643277599,in_sample,0.65,0.2184,0.51,0.2588
model-1643277503,1643277600,in_sample,0.57,0.2497,0.46,0.2688
model-1643277503,1643277600,in_sample,0.51,0.2562,0.52,0.2469
model-1643277503,1643277601,in_sample,0.57,0.2461,0.55,0.2542
model-1643277503,1643277601,in_sample,0.57,0.237,0.61,0.2226
model-1643277503,1643277602,in_sample,0.64,0.2331,0.6,0.2325
model-1643277503,1643277603,in_sample,0.65,0.2318,0.72,0.2223
model-1643277503,1643277603,in_sample,0.58,0.2379,0.65,0.2213
model-1643277503,1643277604,in_sample,0.67,0.2287,0.66,0.2303
model-1643277503,1643277605,in_sample,0.66,0.2339,0.66,0.2345
model-1643277503,1643277605,in_sample,0.61,0.2287,0.54,0.2445
model-1643277503,1643277606,in_sample,0.66,0.2295,0.6,0.2311
model-1643277503,1643277607,in_sample,0.49,0.2415,0.64,0.2324
model-1643277503,1643277607,in_sample,0.69,0.2175,0.69,0.2167
model-1643277503,1643277608,in_sample,0.56,0.2423,0.65,0.2375
model-1643277503,1643277609,in_sample,0.53,0.2533,0.6,0.2306
model-1643277503,1643277609,in_sample,0.6,0.2385,0.53,0.2532
model-1643277503,1643277610,in_sample,0.57,0.229,0.57,0.2426
model-1643277503,1643277611,in_sample,0.67,0.2229,0.59,0.2427
model-1643277503,1643277611,in_sample,0.56,0.2438,0.53,0.2488
model-1643277503,1643277612,in_sample,0.65,0.2326,0.59,0.2256
model-1643277503,1643277613,in_sample,0.57,0.2448,0.54,0.2553
model-1643277503,1643277613,in_sample,0.66,0.2357,0.62,0.2295
model-1643277503,1643277614,in_sample,0.57,0.2373,0.59,0.2294
model-1643277503,1643277614,in_sample,0.66,0.2126,0.66,0.2235
model-1643277503,1643277615,in_sample,0.55,0.2517,0.58,0.2278
model-1643277503,1643277616,in_sample,0.63,0.2392,0.59,0.2451
model-1643277503,1643277616,in_sample,0.65,0.2096,0.58,0.253
model-1643277503,1643277617,in_sample,0.58,0.2336,0.7,0.21
model-1643277503,1643277618,in_sample,0.58,0.2397,0.58,0.2573
model-1643277503,1643277618,in_sample,0.66,0.2239,0.58,0.2431
model-1643277503,1643277619,in_sample,0.58,0.2292,0.59,0.2329
model-1643277503,1643277620,in_sample,0.62,0.2373,0.65,0.2246
model-1643277503,1643277620,in_sample,0.55,0.2564,0.62,0.2276
model-1643277503,1643277621,in_sample,0.54,0.2519,0.59,0.244
model-1643277503,1643277622,in_sample,0.6,0.2332,0.67,0.2104
model-1643277503,1643277622,in_sample,0.71,0.2136,0.59,0.2375
model-1643277503,1643277623,in_sample,0.61,0.2359,0.54,0.25
model-1643277503,1643277624,in_sample,0.51,0.2603,0.55,0.2484
model-1643277503,1643277624,in_sample,0.54,0.2492,0.56,0.2435
model-1643277503,1643277625,in_sample,0.58,0.2271,0.49,0.2564
model-1643277503,1643277626,in_sample,0.55,0.2614,0.55,0.2257
model-1643277503,1643277626,in_sample,0.63,0.241,0.59,0.2267
model-1643277503,1643277627,in_sample,0.53,0.2514,0.6,0.2435
model-1643277503,1643277627,in_sample,0.51,0.2599,0.6,0.2339
model-1643277503,1643277628,in_sample,0.57,0.2494,0.62,0.2381
model-1643277503,1643277629,in_sample,0.59,0.2419,0.57,0.2441
model-1643277503,1643277629,in_sample,0.57,0.2436,0.47,0.2461
model-1643277503,1643277630,in_sample,0.65,0.235,0.55,0.2406
model-1643277503,1643277631,in_sample,0.59,0.2387,0.56,0.2355
model-1643277503,1643277631,in_sample,0.5,0.2541,0.55,0.2395
model-1643277503,1643277632,in_sample,0.48,0.253,0.6,0.2404
model-1643277503,1643277633,in_sample,0.58,0.2401,0.59,0.237
model-1643277503,1643277633,in_sample,0.61,0.2425,0.63,0.2313
model-1643277503,1643277634,in_sample,0.6,0.2366,0.6,0.2416
model-1643277503,1643277635,in_sample,0.57,0.2425,0.64,0.2366
model-1643277503,1643277635,in_sample,0.53,0.2481,0.53,0.244
model-1643277503,1643277636,in_sample,0.54,0.2471,0.57,0.2365
model-1643277503,1643277637,in_sample,0.59,0.2309,0.52,0.235
model-1643277503,1643277637,in_sample,0.67,0.2241,0.58,0.2257
model-1643277503,1643277638,in_sample,0.62,0.2255,0.59,0.2373
model-1643277503,1643277639,in_sample,0.61,0.2337,0.52,0.235
model-1643277503,1643277639,in_sample,0.6,0.2201,0.52,0.2365
model-1643277503,1643277640,in_sample,0.53,0.2424,0.61,0.2334
model-1643277503,1643277640,in_sample,0.55,0.2379,0.71,0.2066
model-1643277503,1643277641,in_sample,0.71,0.2393,0.59,0.2284
model-1643277503,1643277642,in_sample,0.71,0.2337,0.67,0.2136
model-1643277503,1643277642,in_sample,0.56,0.2322,0.59,0.2257
model-1643277503,1643277643,in_sample,0.6,0.2482,0.61,0.2509
model-1643277503,1643277644,in_sample,0.69,0.2158,0.63,0.2217
model-1643277503,1643277644,in_sample,0.65,0.2233,0.59,0.2291
model-1643277503,1643277645,in_sample,0.65,0.2158,0.61,0.2269
model-1643277503,1643277646,in_sample,0.6,0.2214,0.68,0.2173
model-1643277503,1643277646,in_sample,0.47,0.2595,0.66,0.2209
model-1643277503,1643277647,in_sample,0.65,0.2177,0.61,0.2401
model-1643277503,1643277648,in_sample,0.73,0.2021,0.59,0.2277
model-1643277503,1643277648,in_sample,0.64,0.2202,0.62,0.23
model-1643277503,1643277649,in_sample,0.63,0.2427,0.63,0.2396
model-1643277503,1643277649,in_sample,0.59,0.241,0.59,0.2495
model-1643277503,1643277650,in_sample,0.6,0.2264,0.55,0.2736
model-1643277503,1643277651,in_sample,0.58,0.2467,0.63,0.2338
model-1643277503,1643277651,in_sample,0.58,0.2368,0.6,0.2249
model-1643277503,1643277652,in_sample,0.58,0.2375,0.55,0.2395
model-1643277503,1643277653,in_sample,0.58,0.2418,0.58,0.2429
model-1643277503,1643277653,in_sample,0.57,0.2405,0.59,0.2425
model-1643277503,1643277654,in_sample,0.58,0.2341,0.64,0.2271
model-1643277503,1643277655,in_sample,0.6,0.2316,0.56,0.2547
model-1643277503,1643277655,in_sample,0.66,0.2156,0.56,0.2402
model-1643277503,1643277656,in_sample,0.63,0.2246,0.61,0.2308
model-1643277503,1643277657,in_sample,0.61,0.226,0.66,0.2133
model-1643277503,1643277657,in_sample,0.59,0.2366,0.68,0.227
model-1643277503,1643277658,in_sample,0.61,0.2264,0.62,0.2341
model-1643277503,1643277659,in_sample,0.62,0.2278,0.6,0.2271
model-1643277503,1643277659,in_sample,0.62,0.2265,0.72,0.2024
model-1643277503,1643277660,in_sample,0.61,0.2327,0.62,0.2316
model-1643277503,1643277661,in_sample,0.66,0.2122,0.57,0.2495
model-1643277503,1643277661,in_sample,0.59,0.2357,0.58,0.2576
model-1643277503,1643277662,in_sample,0.61,0.2396,0.7,0.2088
model-1643277503,1643277663,in_sample,0.66,0.2187,0.65,0.2279
model-1643277503,1643277663,in_sample,0.64,0.2064,0.67,0.2209
model-1643277503,1643277664,in_sample,0.61,0.2139,0.6,0.2242
model-1643277503,1643277665,in_sample,0.67,0.2067,0.56,0.2552
model-1643277503,1643277665,in_sample,0.63,0.246,0.69,0.2273
model-1643277503,1643277666,in_sample,0.66,0.2186,0.58,0.2424
model-1643277503,1643277666,in_sample,0.58,0.2266,0.58,0.2545
model-1643277503,1643277667,in_sample,0.61,0.2499,0.6,0.237
model-1643277503,1643277668,in_sample,0.64,0.2198,0.59,0.236
model-1643277503,1643277668,in_sample,0.64,0.2289,0.6,0.2402
model-1643277503,1643277669,in_sample,0.66,0.2245,0.69,0.2214
model-1643277503,1643277670,in_sample,0.56,0.2459,0.54,0.2477
model-1643277503,1643277670,in_sample,0.59,0.2317,0.56,0.2439
model-1643277503,1643277671,in_sample,0.66,0.2142,0.66,0.2248
model-1643277503,1643277672,in_sample,0.74,0.2043,0.73,0.196
model-1643277503,1643277672,in_sample,0.64,0.2161,0.59,0.2361
model-1643277503,1643277673,in_sample,0.59,0.2299,0.64,0.2306
model-1643277503,1643277674,in_sample,0.54,0.242,0.6,0.2276
model-1643277503,1643277674,in_sample,0.64,0.2047,0.61,0.2411
model-1643277503,1643277675,in_sample,0.67,0.2273,0.64,0.2155
model-1643277503,1643277676,in_sample,0.59,0.254,0.61,0.2555
model-1643277503,1643277676,in_sample,0.66,0.2076,0.65,0.2258
model-1643277503,1643277677,in_sample,0.7,0.202,0.64,0.2285
model-1643277503,1643277678,in_sample,0.66,0.2157,0.68,0.2107
model-1643277503,1643277678,in_sample,0.66,0.2188,0.52,0.2567
model-1643277503,1643277679,in_sample,0.61,0.2259,0.67,0.2123
model-1643277503,1643277680,in_sample,0.61,0.2479,0.64,0.2369
model-1643277503,1643277680,in_sample,0.66,0.2262,0.73,0.192
model-1643277503,1643277681,in_sample,0.64,0.229,0.63,0.2296
model-1643277503,1643277681,in_sample,0.5,0.2789,0.65,0.2336
model-1643277503,1643277682,in_sample,0.67,0.2012,0.72,0.195
model-1643277503,1643277683,in_sample,0.61,0.2327,0.58,0.2312
model-1643277503,1643277683,in_sample,0.5,0.2609,0.61,0.2254
model-1643277503,1643277684,in_sample,0.63,0.2286,0.62,0.2265
model-1643277503,1643277685,in_sample,0.61,0.2303,0.67,0.2189
model-1643277503,1643277685,in_sample,0.63,0.2189,0.62,0.231
model-1643277503,1643277686,in_sample,0.63,0.2262,0.58,0.2399
model-1643277503,1643277687,in_sample,0.69,0.2133,0.65,0.2155
model-1643277503,1643277687,in_sample,0.59,0.2268,0.66,0.2192
model-1643277503,1643277688,in_sample,0.69,0.222,0.58,0.2347
model-1643277503,1643277689,in_sample,0.62,0.2215,0.6,0.2336
model-1643277503,1643277689,in_sample,0.67,0.2164,0.67,0.2209
model-1643277503,1643277690,in_sample,0.63,0.2319,0.72,0.2072
model-1643277503,1643277691,in_sample,0.7,0.2137,0.59,0.2341
model-1643277503,1643277691,in_sample,0.65,0.2202,0.66,0.2087
model-1643277503,1643277692,in_sample,0.62,0.2228,0.62,0.2174
model-1643277503,1643277693,in_sample,0.58,0.2404,0.61,0.2137
model-1643277503,1643277693,in_sample,0.72,0.2056,0.65,0.2214
model-1643277503,1643277694,in_sample,0.64,0.2175,0.66,0.2167
model-1643277503,1643277695,in_sample,0.66,0.2085,0.75,0.1877
model-1643277503,1643277695,in_sample,0.71,0.2009,0.65,0.2199
model-1643277503,1643277696,in_sample,0.54,0.2472,0.63,0.2323
model-1643277503,1643277696,in_sample,0.64,0.2041,0.6,0.2448
model-1643277503,1643277697,in_sample,0.6,0.2369,0.61,0.2246
model-1643277503,1643277698,in_sample,0.59,0.2522,0.63,0.2282
model-1643277503,1643277698,in_sample,0.68,0.2106,0.62,0.2349
model-1643277503,1643277699,in_sample,0.59,0.2358,0.6,0.2483
model-1643277503,1643277700,in_sample,0.55,0.2569,0.55,0.2472
model-1643277503,1643277700,in_sample,0.58,0.2432,0.59,0.2383
model-1643277503,1643277701,in_sample,0.63,0.2296,0.72,0.2138
model-1643277503,1643277702,in_sample,0.66,0.2118,0.62,0.2194
model-1643277503,1643277702,in_sample,0.64,0.235,0.61,0.2207
model-1643277503,1643277703,in_sample,0.63,0.2279,0.68,0.2104
model-1643277503,1643277704,in_sample,0.63,0.228,0.78,0.202
model-1643277503,1643277704,in_sample,0.66,0.2264,0.76,0.1984
model-1643277503,1643277705,in_sample,0.71,0.2119,0.67,0.2225
model-1643277503,1643277706,in_sample,0.68,0.204,0.56,0.2408
model-1643277503,1643277706,in_sample,0.74,0.1971,0.59,0.2349
model-1643277503,1643277707,in_sample,0.64,0.2292,0.64,0.2124
model-1643277503,1643277708,in_sample,0.75,0.2019,0.62,0.2284
model-1643277503,1643277708,in_sample,0.67,0.2174,0.63,0.2306
model-1643277503,1643277709,in_sample,0.57,0.2353,0.61,0.2199
model-1643277503,1643277709,in_sample,0.6,0.2515,0.61,0.2264
model-1643277503,1643277710,in_sample,0.68,0.2186,0.65,0.2276
model-1643277503,1643277711,in_sample,0.6,0.2163,0.65,0.2133
model-1643277503,1643277712,in_sample,0.69,0.2181,0.69,0.2044
model-1643277503,1643277712,in_sample,0.65,0.2239,0.63,0.2234
model-1643277503,1643277713,in_sample,0.65,0.2333,0.59,0.2332
model-1643277503,1643277714,in_sample,0.58,0.2423,0.6,0.2323
model-1643277503,1643277714,in_sample,0.63,0.2185,0.58,0.228
model-1643277503,1643277715,in_sample,0.58,0.2306,0.79,0.1823
model-1643277503,1643277715,in_sample,0.62,0.2195,0.64,0.2236
model-1643277503,1643277716,in_sample,0.67,0.2086,0.59,0.2372
model-1643277503,1643277717,in_sample,0.6,0.246,0.59,0.2425
model-1643277503,1643277717,in_sample,0.61,0.231,0.59,0.2322
model-1643277503,1643277718,in_sample,0.67,0.2067,0.64,0.2203
model-1643277503,1643277719,in_sample,0.58,0.2349,0.67,0.206
model-1643277503,1643277719,in_sample,0.57,0.2347,0.74,0.2097
model-1643277503,1643277720,in_sample,0.61,0.2273,0.61,0.2204
model-1643277503,1643277721,in_sample,0.68,0.2068,0.66,0.2052
model-1643277503,1643277721,in_sample,0.59,0.2364,0.75,0.1898
model-1643277503,1643277722,in_sample,0.69,0.2079,0.67,0.2179
model-1643277503,1643277723,in_sample,0.68,0.2083,0.71,0.2039
model-1643277503,1643277723,in_sample,0.65,0.2179,0.59,0.2281
model-1643277503,1643277724,in_sample,0.69,0.1959,0.63,0.2344
model-1643277503,1643277725,in_sample,0.63,0.2218,0.69,0.1978
model-1643277503,1643277725,in_sample,0.68,0.2006,0.63,0.2272
model-1643277503,1643277726,in_sample,0.66,0.2125,0.67,0.2164
model-1643277503,1643277727,in_sample,0.75,0.1992,0.73,0.1855
model-1643277503,1643277727,in_sample,0.64,0.2154,0.62,0.2352
model-1643277503,1643277728,in_sample,0.57,0.2354,0.62,0.2214
model-1643277503,1643277729,in_sample,0.67,0.2074,0.66,0.2172
model-1643277503,1643277729,in_sample,0.58,0.2391,0.64,0.2137
model-1643277503,1643277730,in_sample,0.6,0.2365,0.63,0.2257
model-1643277503,1643277731,in_sample,0.68,0.2116,0.63,0.2163
model-1643277503,1643277731,in_sample,0.67,0.2084,0.64,0.2199
model-1643277503,1643277732,in_sample,0.63,0.2234,0.63,0.2201
model-1643277503,1643277732,in_sample,0.62,0.216,0.63,0.2339
model-1643277503,1643277733,in_sample,0.56,0.2482,0.73,0.1865
model-1643277503,1643277734,in_sample,0.71,0.1855,0.78,0.1787
model-1643277503,1643277734,in_sample,0.77,0.1953,0.62,0.2241
model-1643277503,1643277735,in_sample,0.63,0.2076,0.61,0.239
model-1643277503,1643277736,in_sample,0.67,0.2116,0.65,0.2127
model-1643277503,1643277736,in_sample,0.61,0.2149,0.63,0.2054
model-1643277503,1643277737,in_sample,0.6,0.226,0.66,0.212
model-1643277503,1643277738,in_sample,0.6,0.2357,0.65,0.2087
model-1643277503,1643277738,in_sample,0.63,0.1977,0.68,0.2151
model-1643277503,1643277739,in_sample,0.68,0.2105,0.67,0.2161
model-1643277503,1643277740,in_sample,0.61,0.2299,0.71,0.2042
model-1643277503,1643277740,in_sample,0.63,0.2369,0.62,0.2153
model-1643277503,1643277741,in_sample,0.61,0.2268,0.65,0.2268
model-1643277503,1643277742,in_sample,0.64,0.2136,0.71,0.203
model-1643277503,1643277742,in_sample,0.69,0.1926,0.71,0.2031
model-1643277503,1643277743,in_sample,0.72,0.1967,0.74,0.1906
model-1643277503,1643277744,in_sample,0.66,0.2207,0.67,0.2092
model-1643277503,1643277744,in_sample,0.64,0.2262,0.77,0.1768
model-1643277503,1643277745,in_sample,0.63,0.2265,0.68,0.2032
model-1643277503,1643277746,in_sample,0.7,0.2001,0.69,0.2095
model-1643277503,1643277746,in_sample,0.64,0.2193,0.55,0.2497
model-1643277503,1643277747,in_sample,0.56,0.2337,0.62,0.2298
model-1643277503,1643277747,in_sample,0.67,0.2185,0.69,0.2019
model-1643277503,1643277748,in_sample,0.59,0.2283,0.81,0.1764
model-1643277503,1643277749,in_sample,0.64,0.224,0.72,0.1954
model-1643277503,1643277749,in_sample,0.68,0.2022,0.68,0.2155
model-1643277503,1643277750,in_sample,0.67,0.2165,0.7,0.1946
model-1643277503,1643277751,in_sample,0.66,0.194,0.7,0.1983
model-1643277503,1643277751,in_sample,0.64,0.2124,0.75,0.2018
model-1643277503,1643277752,in_sample,0.73,0.2059,0.65,0.221
model-1643277503,1643277753,in_sample,0.68,0.2067,0.68,0.2093
model-1643277503,1643277753,in_sample,0.69,0.2108,0.63,0.2229
model-1643277503,1643277754,in_sample,0.78,0.168,0.63,0.2273
model-1643277503,1643277755,in_sample,0.61,0.2347,0.64,0.2205
model-1643277503,1643277755,in_sample,0.54,0.2379,0.66,0.2146
model-1643277503,1643277756,in_sample,0.57,0.2162,0.66,0.2161
model-1643277503,1643277757,in_sample,0.62,0.2205,0.74,0.1893
model-1643277503,1643277757,in_sample,0.71,0.1936,0.69,0.2038
model-1643277503,1643277758,in_sample,0.73,0.1887,0.69,0.1975
model-1643277503,1643277759,in_sample,0.58,0.2182,0.64,0.2156
model-1643277503,1643277759,in_sample,0.61,0.2411,0.61,0.2288
model-1643277503,1643277760,in_sample,0.67,0.2051,0.66,0.2167
model-1643277503,1643277760,in_sample,0.6,0.2243,0.72,0.1893
model-1643277503,1643277761,in_sample,0.65,0.2131,0.73,0.1855
model-1643277503,1643277762,in_sample,0.59,0.2218,0.66,0.2181
model-1643277503,1643277762,in_sample,0.76,0.1951,0.62,0.226
